CustomerID,AccountAgeMonths,LastPurchaseDays,TotalOrders,TotalSpend,AvgOrderValue,AppLogins30d,WishlistItems,CartAbandonments,DiscountUsage,GeneratedAt,Recency,Frequency,Monetary,EngagementScore,Segment,ChurnRisk,CLV,RecommendedAction,ProcessedAt
C01045,13,95,9,17063,1895,2,18,5,Medium,2026-04-08 08:57:01,95,9,17063,6.4,0,Medium,153567,VIP Treatment,2026-04-09 12:57:04
C01046,20,1,20,40783,2039,23,9,2,Medium,2026-04-08 08:57:01,1,20,40783,14.200000000000003,0,Low,815660,VIP Treatment,2026-04-09 12:57:04
C01047,35,189,10,23843,2384,0,4,4,Medium,2026-04-08 08:57:01,189,10,23843,3.2,1,Medium,238430,VIP Treatment,2026-04-09 12:57:04
C01048,33,2,40,40801,1020,22,19,0,High,2026-04-08 08:57:01,2,40,40801,16.6,0,Low,1632040,VIP Treatment,2026-04-09 12:57:04
C01049,17,12,9,23083,2564,21,27,3,Low,2026-04-08 08:57:01,12,9,23083,16.6,0,Low,207747,VIP Treatment,2026-04-09 12:57:04
C01050,3,152,9,17899,1988,3,6,8,Low,2026-04-08 08:57:01,152,9,17899,3.2,1,Medium,161091,VIP Treatment,2026-04-09 12:57:04
C01051,33,43,40,76956,1923,4,20,3,Low,2026-04-08 08:58:01,43,40,76956,8.4,2,Medium,3078240,Loyalty Program,2026-04-09 12:57:04
C01052,33,7,23,52650,2289,15,15,1,Medium,2026-04-08 08:58:01,7,23,52650,12.6,0,Low,1210950,VIP Treatment,2026-04-09 12:57:04
C01053,22,199,11,28006,2546,0,8,9,Medium,2026-04-08 08:58:01,199,11,28006,2.0,1,Medium,308066,VIP Treatment,2026-04-09 12:57:04
C01054,34,5,30,90607,3020,11,29,0,Medium,2026-04-08 08:58:01,5,30,90607,14.200000000000001,0,Low,2718210,VIP Treatment,2026-04-09 12:57:04
C01055,35,2,30,52018,1733,20,5,1,High,2026-04-08 08:58:01,2,30,52018,12.6,0,Low,1560540,VIP Treatment,2026-04-09 12:57:04
C01056,54,3,17,17293,1017,23,3,3,Low,2026-04-08 08:58:01,3,17,17293,12.600000000000001,0,Low,293981,VIP Treatment,2026-04-09 12:57:04
C01057,8,7,10,27746,2774,23,22,0,Medium,2026-04-08 08:58:01,7,10,27746,17.6,0,Low,277460,VIP Treatment,2026-04-09 12:57:04
C01058,37,45,15,45551,3036,7,26,2,Medium,2026-04-08 08:58:01,45,15,45551,11.2,0,Medium,683265,VIP Treatment,2026-04-09 12:57:04
C01059,31,13,17,23312,1371,18,1,1,Low,2026-04-08 08:58:01,13,17,23312,11.0,0,Low,396304,VIP Treatment,2026-04-09 12:57:04
C01060,17,61,4,4077,1019,1,19,5,Low,2026-04-08 08:58:01,61,4,4077,6.2,0,Medium,16308,Regular Engagement,2026-04-09 12:57:04
C01061,36,13,24,26458,1102,12,23,0,Low,2026-04-08 08:59:00,13,24,26458,13.400000000000002,0,Low,634992,VIP Treatment,2026-04-09 12:57:04
C01062,49,1,19,28747,1513,23,3,4,Medium,2026-04-08 08:59:00,1,19,28747,12.200000000000001,0,Low,546193,VIP Treatment,2026-04-09 12:57:04
C01063,22,10,20,44606,2230,10,14,2,High,2026-04-08 08:59:00,10,20,44606,10.0,0,Low,892120,VIP Treatment,2026-04-09 12:57:04
C01064,27,184,20,70550,3527,3,2,5,Low,2026-04-08 08:59:00,184,20,70550,3.6,1,Medium,1411000,VIP Treatment,2026-04-09 12:57:04
C01065,18,13,7,8208,1172,11,22,3,Medium,2026-04-08 08:59:00,13,7,8208,11.600000000000001,0,Low,57456,VIP Treatment,2026-04-09 12:57:04
C01066,32,6,27,31717,1174,23,25,1,Medium,2026-04-08 08:59:00,6,27,31717,17.8,0,Low,856359,VIP Treatment,2026-04-09 12:57:04
C01067,43,25,34,76758,2257,11,14,0,Medium,2026-04-08 08:59:00,25,34,76758,11.200000000000001,0,Low,2609772,VIP Treatment,2026-04-09 12:57:04
C01068,36,4,33,67340,2040,18,25,0,Medium,2026-04-08 08:59:00,4,33,67340,16.2,0,Low,2222220,VIP Treatment,2026-04-09 12:57:04
C01069,53,49,26,68107,2619,6,8,4,Low,2026-04-08 08:59:00,49,26,68107,6.4,0,Medium,1770782,VIP Treatment,2026-04-09 12:57:04
C01070,29,59,26,78149,3005,6,17,2,High,2026-04-08 08:59:00,59,26,78149,9.0,0,Medium,2031874,VIP Treatment,2026-04-09 12:57:04
C01071,46,22,23,20444,888,9,26,4,Medium,2026-04-08 09:00:01,22,23,20444,11.200000000000001,0,Low,470212,VIP Treatment,2026-04-09 12:57:04
C01072,8,4,10,18576,1857,22,21,1,Low,2026-04-08 09:00:01,4,10,18576,16.6,0,Low,185760,VIP Treatment,2026-04-09 12:57:04
C01073,30,11,24,45335,1888,23,7,1,High,2026-04-08 09:00:01,11,24,45335,14.200000000000001,0,Low,1088040,VIP Treatment,2026-04-09 12:57:04
C01074,28,13,54,174677,3234,24,6,2,Low,2026-04-08 09:00:01,13,54,174677,14.0,2,Low,9432558,Loyalty Program,2026-04-09 12:57:04
C01075,26,234,38,33849,890,1,21,9,Medium,2026-04-08 09:00:01,234,38,33849,5.000000000000001,1,Medium,1286262,VIP Treatment,2026-04-09 12:57:04
C01076,40,48,40,61996,1549,8,16,3,High,2026-04-08 09:00:01,48,40,61996,9.200000000000001,0,Medium,2479840,VIP Treatment,2026-04-09 12:57:04
C01077,10,14,9,12373,1374,23,11,1,Medium,2026-04-08 09:00:01,14,9,12373,15.000000000000002,0,Low,111357,VIP Treatment,2026-04-09 12:57:04
C01078,8,22,17,50098,2946,8,12,2,Low,2026-04-08 09:00:01,22,17,50098,8.8,0,Low,851666,VIP Treatment,2026-04-09 12:57:04
C01079,41,45,27,25363,939,7,23,4,Medium,2026-04-08 09:00:01,45,27,25363,9.8,0,Medium,684801,VIP Treatment,2026-04-09 12:57:04
C01080,31,10,6,10875,1812,21,11,4,Medium,2026-04-08 09:00:01,10,6,10875,13.000000000000002,0,Low,65250,VIP Treatment,2026-04-09 12:57:04
C01081,14,156,9,18327,2036,2,4,8,Low,2026-04-08 09:01:01,156,9,18327,2.4000000000000004,1,Medium,164943,VIP Treatment,2026-04-09 12:57:04
C01082,34,144,15,43230,2882,4,23,8,Low,2026-04-08 09:01:01,144,15,43230,7.000000000000001,1,Medium,648450,VIP Treatment,2026-04-09 12:57:04
C01083,26,37,27,24174,895,3,26,3,Low,2026-04-08 09:01:01,37,27,24174,9.200000000000001,0,Medium,652698,VIP Treatment,2026-04-09 12:57:04
C01084,52,55,28,75524,2697,10,20,0,Low,2026-04-08 09:01:01,55,28,75524,12.0,0,Medium,2114672,VIP Treatment,2026-04-09 12:57:04
C01085,55,184,15,19450,1296,3,1,8,High,2026-04-08 09:01:01,184,15,19450,2.2,1,Medium,291750,VIP Treatment,2026-04-09 12:57:04
C01086,30,3,78,261285,3349,20,26,3,Low,2026-04-08 09:01:01,3,78,261285,16.0,2,Low,20380230,Loyalty Program,2026-04-09 12:57:04
C01087,55,95,20,25124,1256,1,18,8,High,2026-04-08 09:01:01,95,20,25124,4.8,0,Medium,502480,VIP Treatment,2026-04-09 12:57:04
C01088,29,15,50,173272,3465,3,21,1,Low,2026-04-08 09:01:01,15,50,173272,9.0,2,Low,8663600,Loyalty Program,2026-04-09 12:57:04
C01089,29,3,18,60613,3367,18,16,4,Low,2026-04-08 09:01:01,3,18,60613,12.8,0,Low,1091034,VIP Treatment,2026-04-09 12:57:04
C01090,55,12,21,20029,953,17,15,3,High,2026-04-08 09:01:01,12,21,20029,12.600000000000001,0,Low,420609,VIP Treatment,2026-04-09 12:57:04
C01091,45,9,47,50247,1069,12,13,4,Low,2026-04-08 09:02:01,9,47,50247,9.8,2,Low,2361609,Loyalty Program,2026-04-09 12:57:04
C01092,35,32,29,43222,1490,8,20,0,Low,2026-04-08 09:02:01,32,29,43222,11.2,0,Medium,1253438,VIP Treatment,2026-04-09 12:57:04
C01093,49,49,34,75528,2221,4,22,2,Low,2026-04-08 09:02:01,49,34,75528,9.2,0,Medium,2567952,VIP Treatment,2026-04-09 12:57:04
C01094,7,37,8,23715,2964,7,0,3,Low,2026-04-08 09:02:01,37,8,23715,5.6000000000000005,0,Medium,189720,VIP Treatment,2026-04-09 12:57:04
C01095,9,5,8,25911,3238,22,1,4,Medium,2026-04-08 09:02:01,5,8,25911,11.4,0,Low,207288,VIP Treatment,2026-04-09 12:57:04
C01096,2,21,7,18830,2690,3,4,2,Low,2026-04-08 09:02:01,21,7,18830,5.2,0,Low,131810,VIP Treatment,2026-04-09 12:57:04
C01097,6,13,16,33100,2068,24,24,0,Medium,2026-04-08 09:02:01,13,16,33100,18.400000000000002,0,Low,529600,VIP Treatment,2026-04-09 12:57:04
C01098,52,13,46,37732,820,23,9,0,Low,2026-04-08 09:02:01,13,46,37732,15.000000000000002,0,Low,1735672,VIP Treatment,2026-04-09 12:57:04
C01099,24,10,17,48954,2879,19,24,1,Medium,2026-04-08 09:02:01,10,17,48954,16.000000000000004,0,Low,832218,VIP Treatment,2026-04-09 12:57:04
C01100,1,28,8,13780,1722,10,19,4,Low,2026-04-08 09:02:01,28,8,13780,10.200000000000001,0,Low,110240,VIP Treatment,2026-04-09 12:57:04
C01101,15,26,9,24634,2737,3,21,4,Medium,2026-04-08 09:03:01,26,9,24634,7.800000000000001,0,Low,221706,VIP Treatment,2026-04-09 12:57:04
C01102,16,205,17,56346,3314,2,13,7,High,2026-04-08 09:03:01,205,17,56346,4.6000000000000005,1,Medium,957882,VIP Treatment,2026-04-09 12:57:04
C01103,11,32,17,53262,3133,11,21,3,Low,2026-04-08 09:03:01,32,17,53262,11.400000000000002,0,Medium,905454,VIP Treatment,2026-04-09 12:57:04
C01104,39,32,95,101543,1068,4,26,3,Medium,2026-04-08 09:03:01,32,95,101543,9.600000000000001,2,Medium,9646585,Loyalty Program,2026-04-09 12:57:04
C01105,50,11,50,42547,850,12,7,3,Medium,2026-04-08 09:03:01,11,50,42547,9.000000000000002,2,Low,2127350,Loyalty Program,2026-04-09 12:57:04
C01106,10,2,5,12034,2406,11,26,1,Low,2026-04-08 09:03:01,2,5,12034,13.200000000000001,0,Low,60170,VIP Treatment,2026-04-09 12:57:04
C01107,2,1,11,15969,1451,13,7,1,Medium,2026-04-08 09:03:01,1,11,15969,10.200000000000001,0,Low,175659,VIP Treatment,2026-04-09 12:57:04
C01108,25,5,20,42063,2103,17,23,1,High,2026-04-08 09:03:01,5,20,42063,15.000000000000002,0,Low,841260,VIP Treatment,2026-04-09 12:57:04
C01109,46,183,48,155895,3247,1,22,8,High,2026-04-08 09:03:01,183,48,155895,5.6000000000000005,2,Medium,7482960,Loyalty Program,2026-04-09 12:57:04
C01110,14,11,14,44965,3211,24,27,3,Low,2026-04-08 09:03:01,11,14,44965,17.8,0,Low,629510,VIP Treatment,2026-04-09 12:57:04
C01111,13,168,31,81930,2642,1,23,8,Low,2026-04-08 09:04:01,168,31,81930,5.800000000000001,1,Medium,2539830,VIP Treatment,2026-04-09 12:57:04
C01112,46,9,7,7549,1078,18,22,4,High,2026-04-08 09:04:01,9,7,7549,14.000000000000002,0,Low,52843,VIP Treatment,2026-04-09 12:57:04
C01113,3,36,3,7749,2583,7,6,4,Low,2026-04-08 09:04:01,36,3,7749,6.4,0,Medium,23247,Regular Engagement,2026-04-09 12:57:04
C01114,49,8,21,21925,1044,22,9,3,Medium,2026-04-08 09:04:01,8,21,21925,13.400000000000002,0,Low,460425,VIP Treatment,2026-04-09 12:57:04
C01115,12,7,8,25667,3208,23,25,3,Medium,2026-04-08 09:04:01,7,8,25667,17.0,0,Low,205336,VIP Treatment,2026-04-09 12:57:04
C01116,10,220,12,24260,2021,3,22,7,Low,2026-04-08 09:04:01,220,12,24260,6.800000000000001,1,Medium,291120,VIP Treatment,2026-04-09 12:57:04
C01117,6,21,3,7398,2466,8,23,2,Low,2026-04-08 09:04:01,21,3,7398,11.0,0,Low,22194,Regular Engagement,2026-04-09 12:57:04
C01118,21,5,10,7693,769,16,15,2,Medium,2026-04-08 09:04:01,5,10,7693,12.600000000000001,0,Low,76930,VIP Treatment,2026-04-09 12:57:04
C01119,55,54,25,37566,1502,4,24,2,Medium,2026-04-08 09:04:01,54,25,37566,9.600000000000001,0,Medium,939150,VIP Treatment,2026-04-09 12:57:04
C01120,19,34,17,39475,2322,6,27,4,High,2026-04-08 09:04:01,34,17,39475,10.200000000000001,0,Medium,671075,VIP Treatment,2026-04-09 12:57:04
C01121,25,9,10,35548,3554,18,10,1,High,2026-04-08 09:05:01,9,10,35548,12.799999999999999,0,Low,355480,VIP Treatment,2026-04-09 12:57:04
C01122,28,47,24,67643,2818,7,0,2,Medium,2026-04-08 09:05:01,47,24,67643,6.0,0,Medium,1623432,VIP Treatment,2026-04-09 12:57:04
C01123,34,1,30,66040,2201,18,7,4,Medium,2026-04-08 09:05:01,1,30,66040,11.0,0,Low,1981200,VIP Treatment,2026-04-09 12:57:04
C01124,23,146,28,63105,2253,3,5,4,Medium,2026-04-08 09:05:01,146,28,63105,4.6000000000000005,1,Medium,1766940,VIP Treatment,2026-04-09 12:57:04
C01125,23,22,8,20736,2592,9,11,3,Low,2026-04-08 09:05:01,22,8,20736,8.600000000000001,0,Low,165888,VIP Treatment,2026-04-09 12:57:04
C01126,23,8,11,8683,789,11,7,1,Low,2026-04-08 09:05:01,8,11,8683,9.4,0,Low,95513,VIP Treatment,2026-04-09 12:57:04
C01127,11,27,8,19923,2490,10,15,4,Low,2026-04-08 09:05:01,27,8,19923,9.4,0,Low,159384,VIP Treatment,2026-04-09 12:57:04
C01128,17,46,34,40584,1193,7,0,1,Low,2026-04-08 09:05:01,46,34,40584,6.4,0,Medium,1379856,VIP Treatment,2026-04-09 12:57:04
C01129,1,4,4,11144,2786,22,20,3,Medium,2026-04-08 09:05:01,4,4,11144,15.600000000000001,0,Low,44576,Regular Engagement,2026-04-09 12:57:04
C01130,43,9,21,27035,1287,13,11,0,Medium,2026-04-08 09:05:01,9,21,27035,11.4,0,Low,567735,VIP Treatment,2026-04-09 12:57:04
C01131,22,3,43,51208,1190,14,19,4,High,2026-04-08 09:06:01,3,43,51208,11.8,0,Low,2201944,VIP Treatment,2026-04-09 12:57:04
C01132,11,43,7,12817,1831,11,13,1,Low,2026-04-08 09:06:01,43,7,12817,10.6,0,Medium,89719,VIP Treatment,2026-04-09 12:57:04
C01133,22,55,6,16540,2756,5,0,3,Low,2026-04-08 09:06:01,55,6,16540,4.800000000000001,0,Medium,99240,VIP Treatment,2026-04-09 12:57:04
C01134,44,2,31,30929,997,11,18,2,High,2026-04-08 09:06:01,2,31,30929,11.2,0,Low,958799,VIP Treatment,2026-04-09 12:57:04
C01135,2,29,2,6096,3048,9,19,0,Low,2026-04-08 09:06:01,29,2,6096,11.4,0,Low,12192,Regular Engagement,2026-04-09 12:57:04
C01136,7,14,6,15187,2531,13,9,4,High,2026-04-08 09:06:01,14,6,15187,9.4,0,Low,91122,VIP Treatment,2026-04-09 12:57:04
C01137,26,2,26,52433,2016,19,27,3,Medium,2026-04-08 09:06:01,2,26,52433,15.8,0,Low,1363258,VIP Treatment,2026-04-09 12:57:04
C01138,17,3,28,42335,1511,12,24,0,Low,2026-04-08 09:06:01,3,28,42335,13.600000000000001,0,Low,1185380,VIP Treatment,2026-04-09 12:57:04
C01139,49,14,33,41733,1264,19,9,1,Medium,2026-04-08 09:06:01,14,33,41733,13.0,0,Low,1377189,VIP Treatment,2026-04-09 12:57:04
C01140,31,11,20,67682,3384,16,26,1,Low,2026-04-08 09:06:01,11,20,67682,15.200000000000001,0,Low,1353640,VIP Treatment,2026-04-09 12:57:04
C01141,5,10,8,12495,1561,16,29,0,High,2026-04-08 09:07:01,10,8,12495,16.200000000000003,0,Low,99960,VIP Treatment,2026-04-09 12:57:04
C01142,44,12,15,44095,2939,20,11,1,Low,2026-04-08 09:07:01,12,15,44095,13.799999999999999,0,Low,661425,VIP Treatment,2026-04-09 12:57:04
C01143,46,12,18,44998,2499,11,15,2,Medium,2026-04-08 09:07:01,12,18,44998,10.600000000000001,0,Low,809964,VIP Treatment,2026-04-09 12:57:04
C01144,48,13,12,28687,2390,23,17,0,Medium,2026-04-08 09:07:01,13,12,28687,16.6,0,Low,344244,VIP Treatment,2026-04-09 12:57:04
C01145,34,13,29,54774,1888,23,11,4,Low,2026-04-08 09:07:01,13,29,54774,13.800000000000002,0,Low,1588446,VIP Treatment,2026-04-09 12:57:04
C01146,30,112,14,45349,3239,3,13,7,Low,2026-04-08 09:07:01,112,14,45349,5.0,1,Medium,634886,VIP Treatment,2026-04-09 12:57:04
C01147,53,2,51,148551,2912,22,24,3,Low,2026-04-08 09:07:01,2,51,148551,16.400000000000002,2,Low,7576101,Loyalty Program,2026-04-09 12:57:04
C01148,53,9,23,70965,3085,13,3,2,Low,2026-04-08 09:07:01,9,23,70965,9.0,0,Low,1632195,VIP Treatment,2026-04-09 12:57:04
C01149,2,1,11,34843,3167,11,29,4,High,2026-04-08 09:07:01,1,11,34843,12.600000000000001,0,Low,383273,VIP Treatment,2026-04-09 12:57:04
C01150,12,93,7,15253,2179,0,19,6,High,2026-04-08 09:07:01,93,7,15253,5.4,0,Medium,106771,VIP Treatment,2026-04-09 12:57:04
C01151,11,1,15,20194,1346,23,6,4,High,2026-04-08 09:08:01,1,15,20194,12.800000000000002,0,Low,302910,VIP Treatment,2026-04-09 12:57:04
C01152,53,2,50,49330,986,17,4,3,Medium,2026-04-08 09:08:01,2,50,49330,10.4,2,Low,2466500,Loyalty Program,2026-04-09 12:57:04
C01153,37,177,48,131233,2734,3,29,8,Low,2026-04-08 09:08:01,177,48,131233,7.800000000000001,2,Medium,6299184,Loyalty Program,2026-04-09 12:57:04
C01154,9,138,7,19626,2803,2,7,9,Low,2026-04-08 09:08:01,138,7,19626,2.6,1,Medium,137382,VIP Treatment,2026-04-09 12:57:04
C01155,43,167,45,67259,1494,3,12,5,Medium,2026-04-08 09:08:01,167,45,67259,5.6000000000000005,1,Medium,3026655,VIP Treatment,2026-04-09 12:57:04
C01156,38,14,15,21841,1456,24,11,2,High,2026-04-08 09:08:01,14,15,21841,15.0,0,Low,327615,VIP Treatment,2026-04-09 12:57:04
C01157,27,105,34,37083,1090,3,2,3,High,2026-04-08 09:08:01,105,34,37083,4.4,1,Medium,1260822,VIP Treatment,2026-04-09 12:57:04
C01158,31,11,14,33659,2404,16,27,1,High,2026-04-08 09:08:01,11,14,33659,15.4,0,Low,471226,VIP Treatment,2026-04-09 12:57:04
C01159,37,9,44,87347,1985,24,27,1,Medium,2026-04-08 09:08:01,9,44,87347,18.6,2,Low,3843268,Loyalty Program,2026-04-09 12:57:04
C01160,19,57,14,17337,1238,7,8,1,Low,2026-04-08 09:08:01,57,14,17337,8.0,0,Medium,242718,VIP Treatment,2026-04-09 12:57:04
C01161,40,41,19,18405,968,4,29,4,High,2026-04-08 09:09:01,41,19,18405,9.8,0,Medium,349695,VIP Treatment,2026-04-09 12:57:04
C01162,59,84,9,18546,2060,3,1,7,Low,2026-04-08 09:09:01,84,9,18546,2.6000000000000005,0,Medium,166914,VIP Treatment,2026-04-09 12:57:04
C01163,55,180,42,126945,3022,1,26,9,High,2026-04-08 09:09:01,180,42,126945,6.000000000000001,1,Medium,5331690,VIP Treatment,2026-04-09 12:57:04
C01164,8,29,29,97937,3377,3,25,3,High,2026-04-08 09:09:01,29,29,97937,9.0,2,Low,2840173,Loyalty Program,2026-04-09 12:57:04
C01165,59,116,7,10676,1525,1,14,4,High,2026-04-08 09:09:01,116,7,10676,5.6000000000000005,1,Medium,74732,VIP Treatment,2026-04-09 12:57:04
C01166,38,5,20,60315,3015,12,14,1,Low,2026-04-08 09:09:01,5,20,60315,11.200000000000001,0,Low,1206300,VIP Treatment,2026-04-09 12:57:04
C01167,38,7,70,166360,2376,24,10,2,Low,2026-04-08 09:09:01,7,70,166360,14.8,2,Low,11645200,Loyalty Program,2026-04-09 12:57:04
C01168,34,12,37,36769,993,17,26,4,Low,2026-04-08 09:09:01,12,37,36769,14.4,0,Low,1360453,VIP Treatment,2026-04-09 12:57:04
C01169,57,2,55,101715,1849,24,3,1,High,2026-04-08 09:09:01,2,55,101715,13.8,2,Low,5594325,Loyalty Program,2026-04-09 12:57:04
C01170,14,13,3,11602,3867,10,0,4,High,2026-04-08 09:09:01,13,3,11602,6.4,0,Low,34806,Regular Engagement,2026-04-09 12:57:04
C01171,51,20,27,44058,1631,11,11,2,High,2026-04-08 09:10:01,20,27,44058,9.8,0,Low,1189566,VIP Treatment,2026-04-09 12:57:04
C01172,12,4,10,20728,2072,24,12,0,Medium,2026-04-08 09:10:01,4,10,20728,16.0,0,Low,207280,VIP Treatment,2026-04-09 12:57:04
C01173,52,21,45,136784,3039,7,14,3,High,2026-04-08 09:10:01,21,45,136784,8.4,2,Low,6155280,Loyalty Program,2026-04-09 12:57:04
C01174,39,5,18,31492,1749,22,28,4,Low,2026-04-08 09:10:01,5,18,31492,16.800000000000004,0,Low,566856,VIP Treatment,2026-04-09 12:57:04
C01175,48,46,53,112569,2123,5,2,4,Low,2026-04-08 09:10:01,46,53,112569,4.800000000000001,2,Medium,5966157,Loyalty Program,2026-04-09 12:57:04
C01176,12,16,17,29653,1744,3,19,1,Low,2026-04-08 09:10:01,16,17,29653,8.6,0,Low,504101,VIP Treatment,2026-04-09 12:57:04
C01177,15,29,13,35768,2751,8,15,2,Medium,2026-04-08 09:10:01,29,13,35768,9.4,0,Low,464984,VIP Treatment,2026-04-09 12:57:04
C01178,10,8,7,15479,2211,13,23,1,High,2026-04-08 09:10:01,8,7,15479,13.4,0,Low,108353,VIP Treatment,2026-04-09 12:57:04
C01179,47,67,17,15125,889,0,18,9,Low,2026-04-08 09:10:01,67,17,15125,4.0,0,Medium,257125,VIP Treatment,2026-04-09 12:57:04
C01180,56,11,58,168082,2897,13,13,0,Low,2026-04-08 09:10:01,11,58,168082,11.8,2,Low,9748756,Loyalty Program,2026-04-09 12:57:04
C01181,31,14,18,34351,1908,14,21,3,High,2026-04-08 09:11:01,14,18,34351,12.600000000000001,0,Low,618318,VIP Treatment,2026-04-09 12:57:04
C01182,49,225,39,75778,1943,4,3,9,Low,2026-04-08 09:11:01,225,39,75778,2.6,1,Medium,2955342,VIP Treatment,2026-04-09 12:57:04
C01183,3,2,4,7930,1982,16,16,2,High,2026-04-08 09:11:01,2,4,7930,12.8,0,Low,31720,Regular Engagement,2026-04-09 12:57:04
C01184,39,10,9,29295,3255,16,7,0,Medium,2026-04-08 09:11:01,10,9,29295,11.8,0,Low,263655,VIP Treatment,2026-04-09 12:57:04
C01185,27,10,8,13248,1656,11,15,0,Medium,2026-04-08 09:11:01,10,8,13248,11.4,0,Low,105984,VIP Treatment,2026-04-09 12:57:04
C01186,16,8,10,31254,3125,12,23,1,Medium,2026-04-08 09:11:01,8,10,31254,13.000000000000002,0,Low,312540,VIP Treatment,2026-04-09 12:57:04
C01187,44,5,51,132263,2593,14,5,3,Medium,2026-04-08 09:11:01,5,51,132263,9.4,2,Low,6745413,Loyalty Program,2026-04-09 12:57:04
C01188,57,2,19,63281,3330,19,20,0,High,2026-04-08 09:11:01,2,19,63281,15.600000000000001,0,Low,1202339,VIP Treatment,2026-04-09 12:57:04
C01189,59,10,24,42030,1751,18,9,4,Low,2026-04-08 09:11:01,10,24,42030,11.4,0,Low,1008720,VIP Treatment,2026-04-09 12:57:04
C01190,34,20,36,59503,1652,7,9,1,Low,2026-04-08 09:11:01,20,36,59503,8.200000000000001,0,Low,2142108,VIP Treatment,2026-04-09 12:57:04
C01191,11,7,10,23720,2372,24,29,2,Medium,2026-04-08 09:12:01,7,10,23720,18.6,0,Low,237200,VIP Treatment,2026-04-09 12:57:04
C01192,10,6,21,57962,2760,12,15,2,High,2026-04-08 09:12:01,6,21,57962,11.0,0,Low,1217202,VIP Treatment,2026-04-09 12:57:04
C01193,28,46,30,48922,1630,8,8,1,Medium,2026-04-08 09:12:01,46,30,48922,8.4,0,Medium,1467660,VIP Treatment,2026-04-09 12:57:04
C01194,5,159,2,3103,1551,3,17,8,Low,2026-04-08 09:12:01,159,2,3103,5.4,1,High,6206,Retention Campaign,2026-04-09 12:57:04
C01195,7,58,8,14064,1758,10,11,1,High,2026-04-08 09:12:01,58,8,14064,9.8,0,Medium,112512,VIP Treatment,2026-04-09 12:57:04
C01196,39,10,8,21157,2644,16,7,4,Low,2026-04-08 09:12:01,10,8,21157,10.200000000000001,0,Low,169256,VIP Treatment,2026-04-09 12:57:04
C01197,23,50,28,65285,2331,7,15,0,Medium,2026-04-08 09:12:01,50,28,65285,9.8,0,Medium,1827980,VIP Treatment,2026-04-09 12:57:04
C01198,41,144,22,48749,2215,1,29,4,High,2026-04-08 09:12:01,144,22,48749,8.600000000000001,1,Medium,1072478,VIP Treatment,2026-04-09 12:57:04
C01199,36,216,26,43975,1691,4,22,6,Low,2026-04-08 09:12:01,216,26,43975,7.6,1,Medium,1143350,VIP Treatment,2026-04-09 12:57:04
C01200,43,58,36,94442,2623,11,29,1,Low,2026-04-08 09:12:01,58,36,94442,13.8,2,Medium,3399912,Loyalty Program,2026-04-09 12:57:04
C01201,52,20,22,74002,3363,6,9,1,Medium,2026-04-08 09:13:01,20,22,74002,7.800000000000001,0,Low,1628044,VIP Treatment,2026-04-09 12:57:04
C01202,17,170,4,8927,2231,3,14,9,Medium,2026-04-08 09:13:01,170,4,8927,4.4,1,High,35708,Retention Campaign,2026-04-09 12:57:04
C01203,35,32,11,23351,2122,6,7,4,Low,2026-04-08 09:13:01,32,11,23351,6.200000000000001,0,Medium,256861,VIP Treatment,2026-04-09 12:57:04
C01204,17,43,13,31622,2432,4,2,1,Medium,2026-04-08 09:13:01,43,13,31622,5.6,0,Medium,411086,VIP Treatment,2026-04-09 12:57:04
C01205,39,7,26,38968,1498,13,15,2,Low,2026-04-08 09:13:01,7,26,38968,11.399999999999999,0,Low,1013168,VIP Treatment,2026-04-09 12:57:04
C01206,5,1,9,11711,1301,10,27,0,Medium,2026-04-08 09:13:01,1,9,11711,13.4,0,Low,105399,VIP Treatment,2026-04-09 12:57:04
C01207,15,6,22,44915,2041,24,12,0,High,2026-04-08 09:13:01,6,22,44915,16.0,0,Low,988130,VIP Treatment,2026-04-09 12:57:04
C01208,15,3,17,54890,3228,22,13,2,Medium,2026-04-08 09:13:01,3,17,54890,14.600000000000001,0,Low,933130,VIP Treatment,2026-04-09 12:57:04
C01209,57,14,18,26908,1494,21,25,0,Low,2026-04-08 09:13:01,14,18,26908,17.4,0,Low,484344,VIP Treatment,2026-04-09 12:57:04
C01210,43,159,9,28018,3113,3,20,7,High,2026-04-08 09:13:01,159,9,28018,6.4,1,Medium,252162,VIP Treatment,2026-04-09 12:57:04
C01211,3,48,12,20498,1708,11,11,2,Medium,2026-04-08 09:14:01,48,12,20498,9.8,0,Medium,245976,VIP Treatment,2026-04-09 12:57:04
C01212,33,4,16,54442,3402,14,13,4,Low,2026-04-08 09:14:01,4,16,54442,10.600000000000001,0,Low,871072,VIP Treatment,2026-04-09 12:57:04
C01213,34,12,21,21221,1010,14,24,2,Medium,2026-04-08 09:14:01,12,21,21221,13.600000000000001,0,Low,445641,VIP Treatment,2026-04-09 12:57:04
C01214,58,10,28,70592,2521,10,14,0,Medium,2026-04-08 09:14:01,10,28,70592,10.8,0,Low,1976576,VIP Treatment,2026-04-09 12:57:04
C01215,57,14,46,106482,2314,11,13,3,High,2026-04-08 09:14:01,14,46,106482,9.8,2,Low,4898172,Loyalty Program,2026-04-09 12:57:04
C01216,32,49,37,109147,2949,5,10,3,Medium,2026-04-08 09:14:01,49,37,109147,6.800000000000001,2,Medium,4038439,Loyalty Program,2026-04-09 12:57:04
